,Participant,ENSG00000124813.20,ENSG00000159216.18,ENSG00000001167.14
380,pt-wt8wvbgh,1052.36808076872,2719.13851649946,1512.10666384067
381,pt-3bf9c5dt,1184.493668173,2281.04272423135,1408.88722173784
382,pt-g887ba4x,869.342651365963,2743.30758520333,1231.03984872802
383,pt-r93gq0cr,1017.31562975578,2335.42585376961,1424.12082188469
384,pt-wd1rf7by,1157.82764335983,2015.68993700695,1386.38104890145
385,pt-qmbfz846,1239.19452336391,2452.48594445409,1335.06580191055
386,pt-zpk50nrb,1011.30367134676,2475.41817646291,1244.33676419167
387,pt-rmw98a9t,1148.01482719635,2710.16190621221,1299.35895321186
388,pt-necv9e1e,837.712818890956,3019.0037592401,1517.90526332352
389,pt-51gby6cq,700.126120704301,3331.86848669738,1207.65189731532
390,pt-4srr5zer,658.563363431078,1879.35510398618,909.251785557187
391,pt-9gpj6g0y,763.178738679728,2628.78000969475,1368.39408656656
392,pt-dnrrnxt3,1321.65345996931,2059.46365183963,1377.51111567108
393,pt-y29jdnze,880.355607746659,1556.28947242583,1120.03486142251
394,pt-2zn12jt2,902.163725766272,2417.31014826911,1332.81808429405
395,pt-e3jrm51z,1020.92180931724,2047.76994023345,1318.28483896431
396,pt-be1stwmv,1139.98482367541,2390.80185239637,1561.74653184671
397,pt-jqfvet2k,1199.77222657374,2120.89106466698,1390.77689750339
398,pt-gx8psrwq,994.941162854119,2599.88949283206,1353.48468752947
399,pt-dkfssh8y,1749.56903633918,1723.3665477255,1616.45863941092
